TYPE,PRICE,BATH,PROPERTYSQFT,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE
Pending,995000,2.0,2167,United States,Queens County,40.7543498,-73.797977
Condo for sale,1345000,2.0,752,New York,New York,40.7644486,-73.9662417
Co-op for sale,339000,1.0,910,New York,Queens,40.7244239,-73.8511076
Co-op for sale,999000,1.0,2179,New York,New York,40.7789146,-73.9619806
Contingent,2499000,4.0,2268,United States,Kings County,40.6927739,-73.951031
House for sale,850000,2.0,1122,United States,Kings County,40.6172561,-73.9989227
Co-op for sale,549995,1.0,2204,New York,Brooklyn,40.6957468,-73.9970996
Condo for sale,995000,2.0,1175,New York,New York,40.817538,-73.94614
House for sale,775000,2.0,2175,United States,Richmond County,40.5572427,-74.1202564
Multi-family home for sale,789000,4.0,1900,United States,Richmond County,40.5364742,-74.2389448
Co-op for sale,288000,1.0,800,New York,Brooklyn,40.6028929,-74.0093853
Co-op for sale,2399000,2.0,2391,New York,New York,40.7489369,-73.9948023
House for sale,589000,2.0,1320,United States,Kings County,40.5905162,-73.9233755
Co-op for sale,250000,1.0,2188,New York,Queens,40.7493341,-73.8834178
Contingent,1495000,2.0,1590,New York,New York,40.7561092,-73.9669846
Co-op for sale,380000,1.0,850,New York,Brooklyn,40.6041775,-73.9603087
Multi-family home for sale,1800000,5.0,3969,United States,Bronx County,40.8470503,-73.9188566
Townhouse for sale,939000,2.0,1728,United States,Queens County,40.7223997,-73.8818876
Multi-family home for sale,889000,2.0,2198,United States,Queens County,40.6939213,-73.810465
Condo for sale,665000,1.0,1120,New York,Queens,40.7519149,-73.8861292
Townhouse for sale,10750000,6.0,5771,United States,New York County,40.776067,-73.9588179
Townhouse for sale,399985,1.0,1148,United States,Kings County,40.6570214,-73.9072202
Co-op for sale,437500,1.0,2172,New York,Queens,40.7513972,-73.8824773
Condo for sale,1385000,2.0,875,New York,New York,40.767078,-73.9831196
Pending,769000,2.0,1170,United States,Richmond County,40.6222601,-74.1349837
Co-op for sale,399000,1.0,2172,New York,New York,40.7797181,-73.9566929
Condo for sale,1385000,2.0,875,New York,New York,40.767078,-73.9831196
Pending,769000,2.0,1170,United States,Richmond County,40.6222601,-74.1349837
Co-op for sale,318000,1.0,2201,New York,Queens,40.7203199,-73.84052
Multi-family home for sale,1580000,4.0,2170,United States,Queens County,40.77038,-73.8961042
Co-op for sale,419000,1.0,1000,New York,Brooklyn,40.5794182,-73.9709078
Co-op for sale,448000,1.0,750,New York,Brooklyn,40.6492641,-73.98034
Pending,540000,2.0,823,New York,Queens,40.7059564,-73.8319922
House for sale,549990,2.0,1782,United States,Bronx County,40.8411589,-73.8265147
Condo for sale,299000,1.0,671,New York,The Bronx,40.8225186,-73.9117785
Contingent,840000,1.0,1182,United States,Richmond County,40.6192205,-74.1425531
Condo for sale,15250000,5.0,4264,New York,New York,40.7474926,-74.0072666
Co-op for sale,420000,2.0,1200,New York,Queens,40.7367277,-73.8586765
Multi-family home for sale,1550000,3.0,2024,United States,Kings County,40.6384136,-74.0305401
Condo for sale,225000,1.0,2203,New York,Brooklyn,40.6570179,-73.8781548
Townhouse for sale,1900000,4.0,2185,United States,Kings County,40.6577472,-73.9484157
Co-op for sale,399000,2.0,2197,United States,Kings County,40.5866482,-73.9845156
Co-op for sale,175000,1.0,2183,New York,Queens,40.7324206,-73.8555724
Co-op for sale,720000,1.0,2170,New York,Brooklyn,40.687871,-73.994454
Townhouse for sale,6995000,5.0,3552,United States,New York County,40.7283165,-74.0017116
Co-op for sale,2150000,2.0,2200,New York,New York,40.7805609,-73.9608663
Multi-family home for sale,1400000,2.0,1600,United States,Bronx County,40.8561226,-73.8873536
Condo for sale,2250000,2.0,2207,New York,Brooklyn,40.6731905,-73.9835999
Multi-family home for sale,1170000,4.0,3120,United States,Kings County,40.6090159,-73.9118129
Condo for sale,350000,2.0,2167,New York,The Bronx,40.8203804,-73.9109368
Condo for sale,469000,1.0,780,New York,Queens,40.751236,-73.8610379
Multi-family home for sale,1099000,5.0,2169,United States,Kings County,40.6738741,-73.8941707
Pending,250000,1.0,2187,United States,Kings County,40.5838809,-73.9614297
Co-op for sale,2250000,2.0,2177,New York,New York,40.7670351,-73.970568
Condo for sale,489000,2.0,1100,New York,Brooklyn,40.6280579,-73.9171101
Multi-family home for sale,1098000,3.0,1155,United States,Queens County,40.7668927,-73.787636
Townhouse for sale,1200000,2.5,2192,United States,Kings County,40.6260506,-74.0258346
House for sale,1750000,1.0,2200,United States,Queens County,40.7642941,-73.7730781
Co-op for sale,1890000,2.0,2166,New York,New York,40.7716485,-73.9646206
Co-op for sale,180000,1.0,500,New York,Queens,40.7525699,-73.87724
Pending,1600000,2.0,2128,United States,Kings County,40.6630373,-73.9558549
Condo for sale,9995000,4.0,2918,New York,New York,40.7810722,-73.9599463
Condo for sale,1050000,2.0,2800,New York,Brooklyn,40.6408974,-73.9954451
House for sale,799000,2.0,1000,United States,Kings County,40.5907198,-73.956552
Multi-family home for sale,1699000,2.0,2207,United States,Kings County,40.629645,-74.0292549
Condo for sale,558000,1.0,747,New York,Queens,40.7677997,-73.8900207
Condo for sale,2150000,3.0,1315,New York,New York,40.7791164,-73.9482901
House for sale,769000,2.0,992,United States,Queens County,40.7810618,-73.8144859
Co-op for sale,419000,2.5,2174,New York,Brooklyn,40.6278433,-73.9564523
Co-op for sale,329000,1.0,850,New York,Brooklyn,40.5792324,-73.9713245
Co-op for sale,275000,1.0,650,New York,New York,40.807254,-73.949107
Co-op for sale,438000,1.0,900,New York,Queens,40.7607942,-73.8258766
Condo for sale,568000,1.0,680,United States,Queens County,40.733048,-73.8612179
Co-op for sale,2150000,2.0,2300,New York,New York,40.7840425,-73.9833243
Pending,999999,3.0,2207,United States,Queens County,40.6941485,-73.8335209
Pending,1995000,2.0,2193,United States,Kings County,40.652842,-73.974441
House for sale,989000,3.0,1305,United States,Queens County,40.743303,-73.7039503
Co-op for sale,499000,2.0,1266,New York,Queens,40.7379227,-73.8470718
Condo for sale,660400,2.5,2174,United States,Queens County,40.7478785,-73.9444755
House for sale,580880,2.0,1504,United States,Kings County,40.6492194,-73.933307
Condo for sale,630000,2.0,2191,United States,Queens County,40.7903558,-73.8528872
Contingent,479999,2.0,1510,United States,Richmond County,40.5646752,-74.1838356
Condo for sale,1649000,2.0,2167,New York,New York,40.7787875,-73.9473234
Condo for sale,845000,1.0,692,New York,New York,40.771604,-73.949419
Co-op for sale,160000,1.0,2193,New York,The Bronx,40.9048823,-73.9051113
House for sale,729000,2.0,1854,United States,Kings County,40.5749619,-73.9982799
Condo for sale,995000,1.0,2202,New York,New York,40.7935585,-73.9656011
Co-op for sale,565000,1.0,1024,New York,New York,40.807789,-73.938228
House for sale,875000,1.0,1050,United States,Kings County,40.5949166,-73.9779852
Co-op for sale,248000,1.0,800,New York,Queens,40.7741978,-73.8256676
Condo for sale,4995000,4.0,3750,New York,New York,40.7445521,-73.9963339
Co-op for sale,330000,1.0,2208,New York,Queens,40.7256799,-73.85726
Townhouse for sale,6500000,4.0,4000,United States,New York County,40.7685714,-73.959526
House for sale,3250000,4.0,2201,United States,Bronx County,40.8984527,-73.9105843
Condo for sale,3200000,3.0,1820,New York,Brooklyn,40.6779373,-73.981685
Multi-family home for sale,1499000,2.0,3090,United States,Kings County,40.6416317,-74.0049828
Condo for sale,1599000,2.0,1400,New York,New York,40.7601775,-73.9843631
House for sale,549000,2.0,1148,United States,Kings County,40.6658988,-73.9124097
Condo for sale,249999,1.0,596,New York,Staten Island,40.6299335,-74.0999243
Multi-family home for sale,1149000,2.0,1472,United States,Kings County,40.6078291,-73.9755535
Co-op for sale,219000,1.0,780,New York,Queens,40.6981799,-73.83976
Co-op for sale,449000,2.0,1130,New York,Queens,40.7578216,-73.7159784
Co-op for sale,650000,1.0,800,New York,New York,40.7735711,-73.9481587
Condo for sale,750000,2.0,732,New York,Brooklyn,40.6996109,-73.9302507
Condo for sale,780000,2.0,847,New York,Queens,40.7209348,-73.808761
Co-op for sale,275000,1.0,2191,United States,Queens County,40.7300949,-73.7400976
Co-op for sale,388000,2.0,2205,New York,Queens,40.7555541,-73.8760424
Co-op for sale,224995,1.0,550,New York,Queens,40.7266666,-73.8482928
Co-op for sale,239000,1.0,670,New York,Brooklyn,40.6010459,-73.9643613
Co-op for sale,529000,2.0,1200,New York,Brooklyn,40.5811062,-73.966749
House for sale,1030000,2.0,1624,United States,Queens County,40.7320016,-73.8037556
Condo for sale,875000,1.0,294,New York,New York,40.7694824,-73.9676328
Co-op for sale,265000,1.0,2201,New York,Queens,40.7800225,-73.7830402
Multi-family home for sale,1698000,4.0,2181,United States,Queens County,40.7063276,-73.9114914
Condo for sale,820000,2.0,788,New York,Brooklyn,40.6541679,-73.9812592
Multi-family home for sale,1995000,4.0,2187,United States,Kings County,40.579667,-74.009975
Co-op for sale,210000,1.0,2167,New York,Queens,40.7315312,-73.8437204
Co-op for sale,2350000,2.0,2188,New York,New York,40.7324629,-73.9972883
Co-op for sale,6995000,4.0,2181,New York,New York,40.7789146,-73.9619806
Condo for sale,1225000,2.0,1050,New York,New York,40.7629277,-73.9813818
Co-op for sale,1995000,3.0,2400,United States,New York County,40.7779975,-73.9445342
Condo for sale,2999999,2.0,1770,New York,New York,40.7770031,-73.9611884
Co-op for sale,292950,1.0,675,New York,Queens,40.7513557,-73.8814631
Contingent,990000,9.0,6240,United States,Kings County,40.6616708,-73.9171293
Co-op for sale,679000,1.0,700,New York,New York,40.7858813,-73.9790257
Condo for sale,1475000,3.0,1397,New York,New York,40.7681878,-73.9845086
Condo for sale,1225000,2.0,1050,New York,New York,40.7629277,-73.9813818
Condo for sale,2999999,2.0,1770,New York,New York,40.7770031,-73.9611884
Co-op for sale,800000,1.0,2205,New York,New York,40.7326742,-74.0023327
Multi-family home for sale,920000,3.0,2640,United States,Bronx County,40.8486686,-73.8351692
Multi-family home for sale,1098000,3.0,2188,United States,Queens County,40.755637,-73.8903854
House for sale,798000,4.0,1410,United States,Richmond County,40.607299,-74.159021
Multi-family home for sale,3900000,3.0,2177,United States,Queens County,40.6632544,-73.7626214
Co-op for sale,479500,2.0,2187,New York,Queens,40.7824499,-73.7765099
Co-op for sale,599000,1.0,600,New York,New York,40.7662847,-73.9843344
Co-op for sale,629000,1.0,2204,New York,New York,40.8037336,-73.9639803
Multi-family home for sale,1650000,3.0,1472,United States,Kings County,40.6206794,-73.9855221
Co-op for sale,1100000,1.0,980,New York,New York,40.7892103,-73.9780213
Townhouse for sale,1450000,3.0,2128,United States,Kings County,40.6820137,-73.9237828
House for sale,1049000,3.0,2173,United States,Queens County,40.7332846,-73.7904626
Condo for sale,650000,1.0,776,New York,New York,40.7100278,-74.0168528
Co-op for sale,1695000,3.0,1818,New York,New York,40.7803429,-73.947266
Co-op for sale,1200000,2.0,2174,New York,New York,40.7839857,-73.9547397
Multi-family home for sale,1200000,4.0,3240,United States,Bronx County,40.853352,-73.831719
Condo for sale,4495000,3.0,2012,New York,New York,40.7590821,-73.9658765
Co-op for sale,635000,1.0,2191,New York,Brooklyn,40.676549,-73.968922
Contingent,12850000,5.0,5139,United States,New York County,40.7764987,-73.9782935
Co-op for sale,350777,1.0,2174,New York,New York,40.798979,-73.9509758
Co-op for sale,700000,1.0,1500,New York,New York,40.808177,-73.9559355
Contingent,335900,1.0,670,United States,Richmond County,40.5791767,-74.1623976
Multi-family home for sale,1149000,6.0,4350,United States,Queens County,40.7494168,-73.8637412
House for sale,1888000,3.0,4100,United States,Kings County,40.6137773,-73.9068869
Multi-family home for sale,1288000,3.0,2240,United States,Queens County,40.7737146,-73.9000085
House for sale,750000,2.5,1922,United States,Richmond County,40.5905967,-74.1527255
Co-op for sale,550000,1.0,2207,New York,New York,40.8499127,-73.9389587
Co-op for sale,130000,1.0,422,New York,Queens,40.7102499,-73.79985
Condo for sale,1049000,1.0,897,New York,Brooklyn,40.7172132,-73.9622559
Co-op for sale,219000,1.0,2206,New York,Queens,40.7617299,-73.79176
Co-op for sale,935000,1.0,2184,New York,New York,40.7643563,-73.9727544
Contingent,750000,2.0,1476,United States,Kings County,40.6735859,-73.8674854
Co-op for sale,935000,1.0,2166,New York,New York,40.7643563,-73.9727544
House for sale,1080000,3.0,1824,United States,Richmond County,40.6020615,-74.093461
House for sale,2888888,4.0,5000,United States,Kings County,40.590624,-73.9581347
Multi-family home for sale,1180000,5.0,3100,United States,Queens County,40.744266,-73.862867
Co-op for sale,235000,1.0,675,New York,Brooklyn,40.6136942,-73.920504
Co-op for sale,4650000,4.0,2171,New York,New York,40.7770753,-73.963133
Condo for sale,680000,1.0,640,New York,Brooklyn,40.6478661,-74.0006098
Townhouse for sale,14995000,0.0,2202,United States,New York County,40.786046,-73.9718342
Co-op for sale,595000,1.0,2188,New York County,Manhattan,40.7851736,-73.9527438
Co-op for sale,1200000,1.0,2196,New York,New York,40.7754782,-73.9639697
Condo for sale,2175000,2.0,1666,New York,New York,40.771979,-73.9889567
Condo for sale,2795000,3.0,1689,New York,New York,40.7715251,-73.9895943
Co-op for sale,45000000,2.5,2171,New York,New York,40.768301,-73.9697336
Co-op for sale,1995000,2.0,2165,New York,New York,40.7809028,-73.9846443
Condo for sale,679000,2.0,879,New York,Brooklyn,40.6341182,-74.0202284
Co-op for sale,263000,1.0,2167,United States,Queens County,40.7320884,-73.7432042
Co-op for sale,7250000,4.0,2206,New York,New York,40.7753983,-73.9769193
Co-op for sale,169999,1.0,750,New York,Queens,40.714763,-73.776178
Condo for sale,600000,1.0,600,New York,New York,40.7881977,-73.947385
House for sale,999000,4.0,2000,United States,Kings County,40.58955,-73.9824749
Co-op for sale,279000,1.0,1000,New York,Brooklyn,40.5864616,-73.9410656
Co-op for sale,179000,1.0,2168,New York,Brooklyn,40.6192487,-73.9324
House for sale,1299800,4.0,2600,10306,New York,40.5774818,-74.1262228
Co-op for sale,268000,1.0,950,New York,Queens,40.7757085,-73.8271079
Co-op for sale,293000,1.0,649,New York,Queens,40.7520799,-73.88188
Co-op for sale,298888,1.0,700,New York,Queens,40.7942899,-73.80139
Co-op for sale,990000,1.0,850,United States,New York County,40.7615992,-73.9757944
Townhouse for sale,2545000,2.0,3277,United States,Kings County,40.6065609,-73.906028
Co-op for sale,99000,1.0,850,New York,The Bronx,40.8366623,-73.9239586
Co-op for sale,1650000,3.0,1800,United States,New York County,40.7870704,-73.9729362
Multi-family home for sale,999888,4.0,2016,United States,Richmond County,40.6351047,-74.0818972
Co-op for sale,99000,1.0,850,New York,The Bronx,40.8366623,-73.9239586
Townhouse for sale,2545000,2.0,3277,United States,Kings County,40.6065609,-73.906028
Condo for sale,15500000,4.0,4064,New York,New York,40.7646573,-73.9744439
Co-op for sale,395000,1.0,2170,New York,New York,40.7772322,-73.9435595
House for sale,999000,1.0,2190,United States,Kings County,40.6830674,-73.8945769
Co-op for sale,2995000,2.0,2182,New York,Brooklyn,40.6703253,-73.9724152
Condo for sale,570000,1.0,515,New York,New York,40.7097702,-74.0162823
Co-op for sale,599000,1.0,868,New York,New York,40.7844489,-73.9807532
Co-op for sale,239000,1.0,950,New York,Brooklyn,40.5871568,-73.9709274
Pending,1099000,2.0,1472,United States,Kings County,40.6193503,-74.0388023
Multi-family home for sale,1085000,8.0,3480,United States,Kings County,40.5801478,-73.9835836
Condo for sale,1950000,2.0,1117,New York,New York,40.7408927,-74.0044465
Pending,799000,2.0,850,United States,Kings County,40.6864817,-73.9334333
